,Visitor,G,Home,G.1,Total_goal,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GF/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,Assist-EV,PP,Assist-SH,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Rk,Age,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TK,GV,SAtt,Thru%,Rk,Age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%,GSAA,G,A,PTS,PIM,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GF/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,Assist-EV,PP,Assist-SH,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Rk,Age,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TK,GV,SAtt,Thru%,Rk,Age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%,GSAA,G,A,PTS,PIM
577,New York Islanders,5,Calgary Flames,2,7,27,26.2,82,30,39,13,73,0.445,225,258,4,6,-0.42,0.01,2.74,3.15,52,302,17.22,52,310,83.23,15,7,18.5,16.2,2408,9.3,2620,0.902,2,449.3888888888889,25.416666666666668,41.0,6.25,10.36111111111111,16.61111111111111,-5.138888888888889,40.55555555555556,1.7861111111111114,4.388888888888889,1.4444444444444444,0.4166666666666667,0.7222222222222222,7.416666666666667,2.6666666666666665,0.2777777777777778,66.88888888888889,7.450000000000001,677.3888888888889,37.833333333333336,49.611111111111114,66.86111111111111,66.44444444444444,38.54210526315789,429.6470588235294,25.441176470588236,41.14705882352941,488.9117647058824,564.4411764705883,44.43823529411764,-4.04375,356.7647058823529,407.38235294117646,43.826470588235296,-4.140625,6.955882352941177,91.05588235294118,98.00882352941177,48.864705882352936,51.135294117647064,24.08823529411765,18.205882352941178,122.6470588235294,51.093939393939415,53.166666666666664,27.333333333333332,15.0,13.5,5.0,6.5,2.1666666666666665,41.333333333333336,435.0,393.6666666666667,0.9021666666666669,3.216666666666667,0.3333333333333333,2.1999999999999997,829.3333333333334,7.333333333333333,0.5541666666666667,2.1666666666666665,106.0,-4.633333333333333,0.0,0.5,0.5,4.833333333333333,17,30.0,82,41,29,12,94,0.573,241,230,9,7,0.14,-0.02,2.94,2.8,62,318,19.5,53,282,81.21,7,9,10.2,11.2,2501,9.6,2338,0.902,6,410.4375,28.65625,46.125,7.53125,13.125,20.65625,0.0,25.5,2.5093749999999995,5.375,1.9375,0.21875,1.0,9.25,3.625,0.25,78.15625,6.632258064516131,764.875,37.78125,52.0,73.4375,79.09375,40.52727272727273,396.44,29.04,52.12,676.24,631.28,52.65200000000001,-0.5749999999999998,504.84,459.16,53.327999999999996,-0.25000000000000017,7.555999999999999,90.42,97.98,54.22000000000002,45.779999999999994,21.64,27.64,170.64,49.52400000000001,39.5,30.5,44.0,41.0,20.5,14.5,6.0,109.0,1163.0,1054.0,0.907,2.605,3.0,6.05,2497.0,22.5,0.547,8.5,107.0,-7.685,0.0,0.5,0.5,1.0
578,Chicago Blackhawks,4,Los Angeles Kings,3,7,13,26.7,82,44,29,9,97,0.591,252,220,6,5,0.41,0.01,3.07,2.68,64,277,23.1,53,255,79.22,6,4,9.0,9.5,2637,9.6,2354,0.907,5,414.8125,25.84375,46.09375,7.875,13.625,21.5,2.875,22.25,2.7656249999999996,5.6875,2.0,0.1875,1.1875,9.46875,3.90625,0.25,82.40625,6.919354838709676,765.0,35.75,56.96875,75.4375,73.03125,43.92727272727273,425.44444444444446,25.85185185185185,49.44444444444444,655.2962962962963,585.1481481481482,47.818518518518516,-5.8730769230769235,494.0,433.55555555555554,48.644444444444446,-5.138461538461538,8.034615384615385,91.77692307692308,99.82307692307693,55.670370370370364,44.333333333333336,26.14814814814815,20.074074074074073,158.0,58.89615384615384,50.5,30.5,43.0,41.0,22.0,14.5,4.5,105.0,1172.0,1067.0,0.907,2.66,2.5,6.65,2484.0,22.0,0.494,5.5,106.5,-2.9000000000000004,0.0,0.5,0.5,4.0,12,26.3,82,46,30,6,98,0.598,209,196,10,2,0.29,0.03,2.55,2.39,47,291,16.15,40,276,85.51,4,6,11.7,11.8,2363,8.8,2288,0.914,9,520.7931034482758,25.862068965517242,50.89655172413793,7.206896551724138,12.689655172413794,19.896551724137932,0.7586206896551724,32.3448275862069,2.737931034482759,5.448275862068965,1.6206896551724137,0.13793103448275862,1.2413793103448276,9.448275862068966,3.0689655172413794,0.1724137931034483,81.48275862068965,7.068965517241382,840.3793103448276,35.58620689655172,73.34482758620689,83.0,79.34482758620689,49.41111111111112,508.44444444444446,25.555555555555557,53.333333333333336,669.9629629629629,630.5555555555555,50.57037037037038,-2.492592592592593,492.74074074074076,475.0740740740741,50.26666666666666,-1.9444444444444446,7.970370370370371,91.92222222222225,99.9,52.03703703703704,47.96296296296296,16.14814814814815,28.48148148148148,167.92592592592592,50.300000000000004,39.0,23.5,43.0,41.0,23.0,15.0,3.0,95.5,1141.5,1046.0,0.9155,2.3600000000000003,4.5,7.3,2484.5,25.5,0.6265000000000001,6.0,97.0,3.945,0.0,1.0,1.0,0.0
579,Vancouver Canucks,4,San Jose Sharks,3,7,1,28.1,82,54,19,9,117,0.713,258,180,4,5,0.87,-0.07,3.15,2.2,72,296,24.32,45,312,85.58,6,2,11.5,11.2,2624,9.8,2470,0.927,5,456.9189189189189,26.56756756756757,39.86486486486486,6.972972972972973,12.0,18.972972972972972,6.621621621621622,25.16216216216216,2.7810810810810813,4.864864864864865,1.945945945945946,0.16216216216216217,1.3513513513513513,8.162162162162161,3.7027027027027026,0.13513513513513514,70.91891891891892,9.813513513513513,655.8108108108108,28.945945945945947,48.4054054054054,71.70270270270271,59.0,45.06818181818181,461.3142857142857,26.6,41.2,547.2857142857143,496.0285714285714,49.24285714285715,-3.8617647058823525,407.8,372.25714285714287,49.425714285714285,-3.805882352941176,9.251428571428571,93.0142857142857,102.26857142857145,49.30571428571429,50.69714285714285,16.514285714285716,14.428571428571429,137.2,51.77142857142858,66.0,27.5,42.5,41.0,27.0,9.5,4.5,88.5,1233.5,1145.0,0.9285000000000001,2.17,2.5,9.6,2481.0,27.5,0.6745000000000001,3.5,82.5,18.955,0.0,3.0,3.0,1.0,5,27.9,82,48,25,9,105,0.64,243,208,5,5,0.44,0.02,2.96,2.54,68,290,23.45,56,273,79.49,6,7,11.3,12.0,2832,8.6,2368,0.912,6,472.8965517241379,26.75862068965517,50.89655172413793,8.379310344827585,14.655172413793103,23.03448275862069,3.793103448275862,31.620689655172413,3.037931034482759,5.827586206896552,2.3448275862068964,0.20689655172413793,1.4827586206896552,10.172413793103448,4.344827586206897,0.13793103448275862,97.65517241379311,6.982758620689654,842.1034482758621,39.3448275862069,62.06896551724138,89.0,76.6896551724138,45.51176470588235,472.7307692307692,26.923076923076923,53.92307692307692,752.1923076923077,654.0,51.0576923076923,-1.6239999999999994,559.5384615384615,482.61538461538464,50.96923076923077,-1.7120000000000004,7.3076923076923075,92.10384615384616,99.41538461538464,49.94230769230769,50.05769230769231,25.115384615384617,28.96153846153846,194.19230769230768,52.76153846153846,70.66666666666667,26.666666666666668,28.333333333333332,27.333333333333332,16.0,8.333333333333334,3.0,68.0,788.3333333333334,720.3333333333334,0.9386666666666666,1.6966666666666665,2.0,4.733333333333333,1656.0,16.0,0.5585,3.6666666666666665,105.5,0.625,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
580,Boston Bruins,2,Toronto Maple Leafs,1,3,7,28.3,82,46,25,11,103,0.628,244,189,2,6,0.56,-0.07,2.98,2.3,43,266,16.17,46,265,82.64,11,5,13.6,13.8,2696,9.1,2682,0.93,11,417.2758620689655,26.862068965517242,50.89655172413793,8.413793103448276,14.137931034482758,22.551724137931036,9.793103448275861,37.58620689655172,3.158620689655172,6.551724137931035,1.4827586206896552,0.3793103448275862,1.5172413793103448,11.03448275862069,2.8275862068965516,0.27586206896551724,92.96551724137932,7.344827586206896,839.8620689655172,40.41379310344828,59.86206896551724,85.6896551724138,79.51724137931035,49.241176470588236,380.7826086956522,26.695652173913043,56.26086956521739,780.3478260869565,747.8695652173913,50.18260869565216,-2.4863636363636363,575.8695652173913,563.2173913043479,49.5304347826087,-2.3409090909090904,7.76521739130435,93.37391304347825,101.14347826086957,48.65652173913044,51.34347826086955,15.956521739130435,20.043478260869566,193.3913043478261,53.70434782608696,78.5,29.5,43.0,41.0,23.0,12.5,5.5,91.5,1338.5,1247.0,0.9279999999999999,2.335,5.5,10.95,2479.0,28.5,0.669,3.5,82.5,25.105,0.0,1.5,1.5,7.5,22,25.7,82,37,34,11,85,0.518,213,245,5,6,-0.41,0.0,2.6,2.99,52,326,15.95,62,275,77.45,5,8,12,13.7,2360,9.0,2540,0.904,3,365.93939393939394,25.181818181818183,44.72727272727273,6.454545454545454,10.848484848484848,17.303030303030305,-3.393939393939394,29.12121212121212,1.9363636363636365,4.7272727272727275,1.5757575757575757,0.15151515151515152,0.9696969696969697,7.757575757575758,2.9696969696969697,0.12121212121212122,71.51515151515152,6.43030303030303,739.6666666666666,40.09090909090909,62.06060606060606,71.84848484848484,70.54545454545455,36.76818181818181,358.0,24.75862068965517,44.241379310344826,539.0689655172414,591.2758620689655,47.86551724137931,-1.479310344827586,382.2413793103448,432.6551724137931,46.658620689655166,-2.2482758620689656,6.951724137931033,93.25862068965519,100.21379310344828,50.010344827586216,49.996551724137916,16.413793103448278,23.413793103448278,134.93103448275863,50.67586206896552,45.0,27.0,31.0,27.333333333333332,12.333333333333334,11.333333333333334,3.6666666666666665,78.66666666666667,843.6666666666666,765.0,0.9036666666666667,2.9166666666666665,1.0,4.433333333333334,1651.6666666666667,13.333333333333334,0.462,3.6666666666666665,110.66666666666667,-5.170000000000001,0.0,0.3333333333333333,0.3333333333333333,2.0
581,Buffalo Sabres,3,Colorado Avalanche,4,7,15,27.5,82,43,29,10,96,0.585,240,228,5,1,0.15,-0.04,2.93,2.78,54,279,19.35,51,300,83.0,2,13,11.7,11.4,2690,8.9,2514,0.909,6,435.9310344827586,27.137931034482758,50.89655172413793,8.275862068965518,14.137931034482758,22.413793103448278,1.2758620689655173,32.275862068965516,2.796551724137931,6.344827586206897,1.8620689655172413,0.06896551724137931,1.3103448275862069,10.482758620689655,3.6206896551724137,0.034482758620689655,92.75862068965517,7.7821428571428575,839.5862068965517,40.275862068965516,51.89655172413793,77.65517241379311,85.24137931034483,38.730000000000004,440.962962962963,26.77777777777778,53.03703703703704,686.5555555555555,668.3333333333334,50.67777777777778,0.019230769230769232,521.5555555555555,499.6296296296296,51.01111111111109,-0.11153846153846159,7.6000000000000005,91.35185185185186,98.95925925925924,55.72592592592592,44.277777777777786,20.40740740740741,23.444444444444443,169.77777777777777,54.951851851851856,43.666666666666664,29.333333333333332,29.0,27.333333333333332,14.333333333333334,9.666666666666666,3.3333333333333335,72.66666666666667,834.6666666666666,762.0,0.9043333333333333,2.76,2.0,4.966666666666667,1654.3333333333333,15.333333333333334,0.3793333333333333,4.0,101.5,1.9699999999999998,0.0,1.0,1.0,2.0,29,25.9,82,30,44,8,68,0.415,221,287,6,1,-0.7,0.05,2.7,3.5,49,265,18.49,75,314,76.11,8,11,13.1,11.6,2394,9.2,2609,0.89,1,462.1111111111111,25.61111111111111,41.0,6.138888888888889,10.38888888888889,16.52777777777778,-5.638888888888889,29.02777777777778,1.5749999999999995,4.555555555555555,1.3611111111111112,0.2222222222222222,0.6666666666666666,7.583333333333333,2.5833333333333335,0.2222222222222222,66.5,8.54,676.0555555555555,32.666666666666664,47.94444444444444,67.66666666666667,65.97222222222223,38.777777777777786,474.4074074074074,25.666666666666668,43.851851851851855,500.962962962963,546.5185185185185,48.318518518518516,-0.7230769230769228,380.7037037037037,411.74074074074076,48.27777777777777,-0.04615384615384667,8.237037037037036,90.86296296296295,99.08888888888889,48.66296296296297,51.337037037037014,20.51851851851852,13.74074074074074,125.25925925925925,53.4925925925926,12.0,27.333333333333332,30.0,27.333333333333332,10.0,14.666666666666666,2.6666666666666665,91.0,865.0,774.0,0.8943333333333333,3.436666666666667,0.3333333333333333,3.3333333333333335,1646.3333333333333,10.333333333333334,0.35566666666666663,6.333333333333333,121.66666666666667,-15.646666666666668,0.0,0.6666666666666666,0.6666666666666666,3.3333333333333335
582,Detroit Red Wings,5,Edmonton Oilers,3,8,6,30.7,82,47,25,10,104,0.634,257,237,4,4,0.27,0.03,3.13,2.89,67,301,22.26,53,300,82.33,5,7,9.1,9.5,2757,9.3,2514,0.906,3,384.0,29.88,58.96,10.28,18.2,28.48,1.04,29.6,3.404,7.4,2.68,0.2,1.72,12.68,5.32,0.2,110.28,9.588000000000001,976.0,36.68,71.76,101.6,94.0,46.90624999999999,384.0,29.88,58.96,801.72,697.48,54.464,-0.4599999999999999,619.68,551.12,53.42000000000001,-0.988,8.124,91.42400000000002,99.54400000000001,52.47200000000001,47.528,22.76,27.6,200.04,55.84799999999999,53.75,28.75,22.5,20.5,11.75,6.25,2.5,57.75,627.0,569.25,0.83825,5.1125,0.75,3.3750000000000004,1245.0,9.5,0.4363333333333333,3.0,100.5,-3.585,0.0,0.25,0.25,2.0,30,26.2,82,25,45,12,62,0.378,191,260,2,9,-0.87,0.06,2.33,3.17,44,304,14.47,74,321,76.95,8,2,15.5,14.5,2188,8.7,2597,0.9,4,452.90625,25.15625,46.03125,5.96875,10.5,16.46875,-6.625,38.625,1.559375,4.34375,1.375,0.25,0.71875,7.5625,2.625,0.3125,68.375,6.515625,759.21875,38.09375,56.0625,63.625,80.46875,36.76315789473684,461.76666666666665,25.033333333333335,46.86666666666667,529.4,606.0,45.84000000000001,-1.7689655172413792,381.8333333333333,449.9,45.22666666666667,-1.0482758620689654,7.463333333333333,91.19999999999997,98.66666666666666,49.86999999999998,50.13000000000002,19.466666666666665,27.966666666666665,131.03333333333333,52.10333333333334,29.333333333333332,32.666666666666664,28.333333333333332,27.333333333333332,8.333333333333334,15.0,4.0,83.33333333333333,862.3333333333334,779.0,0.9213333333333334,2.47,1.3333333333333333,4.166666666666667,1649.0,12.0,0.6236666666666667,6.0,111.5,-14.455,0.0,0.3333333333333333,0.3333333333333333,4.666666666666667
583,Minnesota Wild,2,New Jersey Devils,1,3,21,28.9,82,39,35,8,86,0.524,203,228,3,5,-0.3,0.03,2.48,2.78,53,292,18.15,53,309,82.85,7,7,12.0,12.1,2148,9.5,2625,0.913,5,428.8235294117647,26.352941176470587,43.38235294117647,5.970588235294118,10.470588235294118,16.441176470588236,-3.911764705882353,28.38235294117647,1.8911764705882348,4.205882352941177,1.5588235294117647,0.20588235294117646,1.0588235294117647,7.4411764705882355,2.823529411764706,0.20588235294117646,63.1764705882353,7.720588235294118,714.2352941176471,33.205882352941174,54.85294117647059,70.82352941176471,68.70588235294117,40.699999999999996,424.57575757575756,26.393939393939394,44.06060606060606,477.1212121212121,574.1818181818181,44.8,-2.7375000000000003,357.27272727272725,436.5151515151515,44.05757575757576,-2.43125,7.218181818181817,91.75454545454545,98.97878787878787,43.52727272727274,56.47575757575756,15.909090909090908,16.939393939393938,119.51515151515152,51.778787878787874,42.0,30.0,29.0,27.333333333333332,13.0,11.666666666666666,2.6666666666666665,72.66666666666667,871.6666666666666,799.0,0.9246666666666666,2.32,1.6666666666666667,5.566666666666667,1653.3333333333333,15.666666666666666,0.5996666666666667,4.0,97.0,3.6550000000000002,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,23,29.9,82,38,39,5,81,0.494,171,207,3,2,-0.41,0.02,2.09,2.52,34,237,14.35,40,241,83.4,3,8,9.3,9.6,2344,7.3,2152,0.904,9,529.9428571428572,26.65714285714286,42.0,4.885714285714286,8.142857142857142,13.028571428571428,-4.428571428571429,21.17142857142857,1.717142857142857,3.8285714285714287,0.9714285714285714,0.08571428571428572,1.0,6.142857142857143,1.8857142857142857,0.11428571428571428,66.97142857142858,5.644117647058823,696.1714285714286,25.0,43.97142857142857,62.457142857142856,59.57142857142857,41.63157894736841,542.21875,26.0625,42.46875,491.96875,453.8125,50.284375,-2.4451612903225795,377.84375,347.375,50.996875,-1.6741935483870964,6.2749999999999995,91.08437499999998,97.36562499999998,53.49374999999999,46.50625000000001,14.875,18.8125,117.0625,55.909677419354836,34.333333333333336,34.0,30.666666666666668,27.333333333333332,12.666666666666666,13.0,1.6666666666666667,67.0,715.3333333333334,648.3333333333334,0.9026666666666667,2.6266666666666665,3.0,3.6999999999999993,1650.3333333333333,15.0,0.383,4.333333333333333,105.5,-6.465,0.0,1.0,1.0,2.0
584,Columbus Blue Jackets,2,Phoenix Coyotes,4,6,24,26.8,82,34,35,13,81,0.494,210,250,5,8,-0.45,0.08,2.56,3.05,42,301,13.95,62,314,80.25,6,11,13.6,13.8,2506,8.4,2447,0.898,6,460.0,26.352941176470587,43.411764705882355,6.176470588235294,10.970588235294118,17.147058823529413,-3.176470588235294,32.205882352941174,1.7999999999999998,4.764705882352941,1.2352941176470589,0.17647058823529413,0.8529411764705882,8.323529411764707,2.3529411764705883,0.29411764705882354,73.70588235294117,8.106060606060607,716.5588235294117,32.76470588235294,68.08823529411765,72.32352941176471,68.97058823529412,50.0909090909091,444.23333333333335,25.966666666666665,45.9,558.6,534.7,50.13,-1.1933333333333336,420.0,400.3666666666667,50.10999999999999,-1.61,7.173333333333335,90.51333333333334,97.68666666666668,53.04,46.96,16.366666666666667,11.1,144.7,52.040000000000006,45.0,27.333333333333332,30.333333333333332,27.333333333333332,11.333333333333334,11.666666666666666,4.333333333333333,81.0,813.3333333333334,732.3333333333334,0.8783333333333333,3.9166666666666665,2.0,3.6666666666666665,1661.6666666666667,11.666666666666666,0.4085,6.333333333333333,114.0,-14.74,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,9,29.0,82,43,26,13,99,0.604,226,220,5,6,0.11,0.05,2.76,2.68,46,289,15.92,64,296,78.38,5,6,10.5,10.1,2486,9.1,2673,0.918,9,503.53333333333336,27.566666666666666,49.2,7.533333333333333,12.766666666666667,20.3,4.1,28.233333333333334,2.523333333333333,5.833333333333333,1.5333333333333334,0.16666666666666666,1.2666666666666666,9.566666666666666,3.0,0.2,82.86666666666666,8.007142857142858,811.8,35.2,62.7,85.03333333333333,80.2,53.55500000000001,476.4,27.6,51.16,660.8,661.92,48.62,-2.0279999999999996,497.32,515.64,47.128000000000014,-2.608,8.072000000000001,92.74400000000001,100.81200000000003,49.652,50.348,16.6,18.36,164.96,51.06666666666666,23.333333333333332,29.333333333333332,28.666666666666668,27.333333333333332,14.333333333333334,8.666666666666666,4.333333333333333,72.33333333333333,890.0,817.6666666666666,0.9226666666666666,2.53,3.0,5.8999999999999995,1658.3333333333333,16.666666666666668,0.632,3.0,97.5,7.6000000000000005,0.0,0.0,0.0,1.3333333333333333
585,Tampa Bay Lightning,1,Washington Capitals,0,1,8,29.0,82,46,25,11,103,0.628,241,234,6,6,0.04,-0.05,2.94,2.85,69,336,20.54,49,302,83.77,1,16,11.0,11.6,2605,9.3,2354,0.901,7,478.9642857142857,27.035714285714285,52.714285714285715,8.607142857142858,14.928571428571429,23.535714285714285,-2.357142857142857,31.178571428571427,2.8321428571428577,6.107142857142857,2.4642857142857144,0.03571428571428571,1.4285714285714286,10.071428571428571,4.857142857142857,0.0,93.03571428571429,6.425925925925925,870.75,44.607142857142854,58.82142857142857,88.78571428571429,87.42857142857143,42.45294117647059,493.55555555555554,26.88888888888889,53.851851851851855,685.7407407407408,641.5925925925926,50.67777777777777,-0.039999999999999813,516.7407407407408,462.0740740740741,52.1888888888889,-0.07200000000000005,7.362962962962962,86.78888888888889,94.16296296296296,49.040740740740745,50.95925925925926,20.814814814814813,22.51851851851852,173.55555555555554,53.48846153846154,50.0,31.0,22.25,20.5,11.5,6.25,2.75,56.75,586.75,530.0,0.917,2.345,1.75,2.85,1248.5,10.0,0.6035,5.0,114.66666666666667,-8.676666666666668,0.0,0.75,0.75,2.0,2,25.9,82,48,23,11,107,0.652,219,191,5,6,0.27,-0.06,2.67,2.33,46,263,17.49,43,299,85.62,7,5,11.3,10.6,2566,8.5,2375,0.92,8,365.84375,27.71875,46.125,6.84375,11.53125,18.375,3.6875,28.25,2.584375,5.1875,1.4375,0.21875,1.34375,8.625,2.71875,0.1875,80.1875,8.360000000000001,762.53125,38.78125,58.28125,77.90625,73.21875,42.42777777777778,337.11538461538464,27.153846153846153,49.92307692307692,655.6153846153846,618.0,49.95384615384615,-0.29600000000000004,470.53846153846155,445.5,50.30384615384616,0.06800000000000012,9.476923076923075,91.56923076923076,101.03846153846153,51.93600000000001,48.06399999999999,22.5,22.423076923076923,169.1153846153846,52.841666666666676,61.0,21.666666666666668,29.666666666666668,27.0,16.0,7.666666666666667,3.6666666666666665,63.333333333333336,791.3333333333334,728.0,0.924,2.1566666666666667,2.6666666666666665,5.366666666666667,1661.6666666666667,15.666666666666666,0.6213333333333334,2.6666666666666665,87.33333333333333,5.603333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
586,Nashville Predators,4,Anaheim Ducks,1,5,10,26.7,82,44,27,11,99,0.604,213,190,6,4,0.31,0.01,2.6,2.32,41,269,15.24,41,272,84.93,5,2,8.8,8.5,2361,9.0,2510,0.924,8,474.0,26.75,46.09375,6.65625,11.5625,18.21875,3.6875,21.3125,2.5437499999999997,5.21875,1.28125,0.15625,1.1875,8.90625,2.5625,0.09375,73.78125,8.03225806451613,761.75,31.46875,52.625,73.5,72.90625,43.35238095238095,461.2758620689655,26.620689655172413,48.55172413793103,572.0689655172414,593.8275862068965,48.11724137931034,-3.4035714285714294,430.17241379310343,459.7241379310345,46.62068965517241,-3.2392857142857134,7.134482758620691,92.79655172413793,99.93103448275863,47.96428571428572,52.03571428571428,23.82758620689655,22.620689655172413,140.55172413793105,54.74137931034481,48.666666666666664,24.666666666666668,29.0,27.333333333333332,14.666666666666666,9.0,3.6666666666666665,62.0,835.3333333333334,773.3333333333334,0.9083333333333333,2.7733333333333334,2.6666666666666665,6.266666666666667,1656.6666666666667,18.333333333333332,0.6695,3.3333333333333335,89.5,16.57,0.0,0.0,0.0,4.0,11,28.9,82,47,30,5,99,0.604,235,233,4,2,0.09,0.05,2.87,2.84,67,285,23.51,57,305,81.31,7,7,14.4,13.4,2334,10.1,2648,0.912,7,444.4117647058824,28.08823529411765,43.411764705882355,6.911764705882353,12.205882352941176,19.11764705882353,-1.9705882352941178,34.05882352941177,2.276470588235294,4.735294117647059,1.9705882352941178,0.20588235294117646,1.2647058823529411,8.117647058823529,3.823529411764706,0.2647058823529412,68.6470588235294,6.239393939393938,715.5882352941177,36.705882352941174,56.94117647058823,64.88235294117646,71.20588235294117,38.80952380952381,445.375,28.208333333333332,53.708333333333336,597.875,733.0416666666666,43.479166666666664,-2.0,464.2916666666667,555.0416666666666,44.10833333333333,-1.4304347826086956,6.954166666666668,91.44583333333333,98.39999999999998,55.04999999999999,44.949999999999996,17.583333333333332,23.5,153.58333333333334,55.52083333333332,42.0,26.8,18.8,16.4,9.4,6.0,1.0,45.0,528.2,483.2,0.8480000000000001,3.632,1.4,3.2800000000000002,992.8,8.6,0.51025,2.6,103.66666666666667,1.7766666666666662,0.0,0.4,0.4,0.0
